employee_skill_id,employee_id,skill_id,proficiency_level
6795,566,21,5
6796,566,23,4
6797,566,60,4
6798,567,1,4
6799,567,8,5
6800,567,41,3
6801,567,9,4
6802,567,11,1
6803,567,49,4
6804,567,50,3
6805,567,19,3
6806,567,51,3
6807,567,21,5
6808,567,54,5
6809,567,56,4
6810,567,26,3
6811,568,1,1
6812,568,3,2
6813,568,37,3
6814,568,38,1
6815,568,8,3
6816,568,41,3
6817,568,40,1
6818,568,11,3
6819,568,19,2
6820,568,60,3
6821,569,3,5
6822,569,4,5
6823,569,5,5
6824,569,6,5
6825,569,8,5
6826,569,9,4
6827,569,12,5
6828,569,19,5
6829,569,21,5
6830,570,34,3
6831,570,38,2
6832,570,8,5
6833,570,11,2
6834,570,13,2
6835,570,19,4
6836,570,23,5
6837,570,21,4
6838,570,22,4
6839,570,53,4
6840,570,25,4
6841,570,58,4
6842,570,59,4
6843,570,28,4
6844,570,30,4
6845,571,7,3
6846,571,8,3
6847,571,14,3
6848,571,15,4
6849,571,17,3
6850,571,18,4
6851,571,19,5
6852,571,20,3
6853,571,21,3
6854,571,22,3
6855,571,28,4
6856,572,1,2
6857,572,3,3
6858,572,37,3
6859,572,38,2
6860,572,5,1
6861,572,8,4
6862,572,41,4
6863,572,40,3
6864,572,11,3
6865,572,13,2
6866,572,19,3
6867,572,55,2
6868,573,3,2
6869,573,8,4
6870,573,9,3
6871,573,19,3
6872,573,53,3
6873,573,21,2
6874,573,22,3
6875,573,55,3
6876,573,58,4
6877,573,59,3
6878,573,30,3
6879,574,1,2
6880,574,3,3
6881,574,6,1
6882,574,39,3
6883,574,8,2
6884,574,9,1
6885,574,51,1
6886,574,21,2
6887,574,60,1
6888,575,1,4
6889,575,34,4
6890,575,35,4
6891,575,36,5
6892,575,5,4
6893,575,3,3
6894,575,11,3
6895,575,50,3
6896,575,21,3
6897,575,56,1
6898,575,30,5
6899,575,31,4
6900,576,3,3
6901,576,4,5
6902,576,38,2
6903,576,8,4
6904,576,9,4
6905,576,19,5
6906,576,51,4
6907,576,21,5
6908,576,52,5
6909,576,60,4
6910,577,1,5
6911,577,35,5
6912,577,36,5
6913,577,8,5
6914,577,9,5
6915,577,10,4
6916,577,19,4
6917,577,21,4
6918,577,25,5
6919,577,28,4
6920,577,30,5
6921,577,31,4
6922,578,1,2
6923,578,35,5
6924,578,36,5
6925,578,8,5
6926,578,9,4
6927,578,48,4
6928,578,19,4
6929,578,25,3
6930,578,27,3
6931,578,28,4
6932,578,30,2
6933,578,31,3
6934,579,1,1
6935,579,3,3
6936,579,35,2
6937,579,37,2
6938,579,38,2
6939,579,39,1
6940,579,40,1
6941,579,41,3
6942,579,42,2
6943,579,8,2
6944,579,11,1
6945,579,50,4
6946,579,19,1
6947,579,55,4
6948,579,58,5
6949,580,1,4
6950,580,4,4
6951,580,5,1
6952,580,6,4
6953,580,7,4
6954,580,8,3
6955,580,11,2
6956,580,12,3
6957,580,19,5
6958,580,31,2
6959,581,1,3
6960,581,8,1
6961,581,9,3
6962,581,41,3
6963,581,11,4
6964,581,46,2
6965,581,49,2
6966,581,51,2
6967,581,19,3
6968,581,21,3
6969,581,54,4
6970,582,1,3
6971,582,3,5
6972,582,6,2
6973,582,8,1
6974,582,9,3
6975,582,51,3
6976,582,21,3
6977,582,27,3
6978,582,60,1
6979,583,34,2
6980,583,8,4
6981,583,9,3
6982,583,13,4
6983,583,19,4
6984,583,53,3
6985,583,21,2
6986,583,22,4
6987,583,58,4
6988,583,59,3
6989,583,30,3
6990,584,1,3
6991,584,33,2
6992,584,35,4
6993,584,36,3
6994,584,8,4
6995,584,9,4
6996,584,19,3
6997,584,25,3
6998,584,28,2
6999,584,30,4
7000,584,31,1
7001,585,33,2
7002,585,1,1
7003,585,3,2
7004,585,36,2
7005,585,8,1
7006,585,9,1
7007,585,10,3
7008,585,21,2
7009,585,27,2
7010,586,1,3
7011,586,3,3
7012,586,6,3
7013,586,8,3
7014,586,9,1
7015,586,51,3
7016,586,20,3
7017,586,21,3
7018,586,27,2
7019,586,60,1
7020,586,31,2
7021,587,1,4
7022,587,3,2
7023,587,4,3
7024,587,5,3
7025,587,7,3
7026,587,8,3
7027,587,9,4
7028,587,11,3
7029,587,12,2
7030,587,19,3
7031,587,59,2
7032,587,29,4
7033,588,1,2
7034,588,7,4
7035,588,8,2
7036,588,13,5
7037,588,14,5
7038,588,15,5
7039,588,46,4
7040,588,17,5
7041,588,18,3
7042,588,19,4
7043,588,21,5
7044,588,59,3
7045,589,3,5
7046,589,5,5
7047,589,8,5
7048,589,9,5
7049,589,13,5
7050,589,46,5
7051,589,47,5
7052,589,48,5
7053,589,19,5
7054,589,21,4
7055,589,25,4
7056,589,28,5
7057,589,30,4
7058,590,38,2
7059,590,7,5
7060,590,8,5
7061,590,9,5
7062,590,41,2
7063,590,43,3
7064,590,13,5
7065,590,14,5
7066,590,15,5
7067,590,17,4
7068,590,18,4
7069,590,20,5
7070,590,21,5
7071,590,25,4
7072,590,28,5
7073,590,30,2
7074,591,1,3
7075,591,7,3
7076,591,8,1
7077,591,13,2
7078,591,14,4
7079,591,15,4
7080,591,17,4
7081,591,18,2
7082,591,19,2
7083,591,21,5
7084,592,1,5
7085,592,38,2
7086,592,7,2
7087,592,8,3
7088,592,9,4
7089,592,41,3
7090,592,11,4
7091,592,13,3
7092,592,49,5
7093,592,50,4
7094,592,19,4
7095,592,51,4
7096,592,21,3
7097,592,54,3
7098,593,32,2
7099,593,3,4
7100,593,4,3
7101,593,6,1
7102,593,8,2
7103,593,9,1
7104,593,28,3
7105,593,51,1
7106,593,19,2
7107,593,52,1
7108,593,21,1
7109,593,60,2
7110,594,2,5
7111,594,3,3
7112,594,4,4
7113,594,8,5
7114,594,9,5
7115,594,19,3
7116,594,51,4
7117,594,21,4
7118,594,52,5
7119,594,60,4
7120,594,30,1
7121,595,32,3
7122,595,33,3
7123,595,1,5
7124,595,3,4
7125,595,36,3
7126,595,9,4
7127,595,42,3
7128,595,11,4
7129,595,20,5
7130,595,58,2
7131,595,27,4
7132,596,34,3
7133,596,35,3
7134,596,36,2
7135,596,5,3
7136,596,8,4
7137,596,21,3
7138,596,23,4
7139,596,27,3
7140,596,30,3
7141,596,31,4
7142,597,1,3
7143,597,8,2
7144,597,41,4
7145,597,40,3
7146,597,50,5
7147,597,19,4
7148,597,51,1
7149,597,21,1
7150,597,54,4
7151,597,52,1
7152,598,32,2
7153,598,33,1
7154,598,1,5
7155,598,3,4
7156,598,36,3
7157,598,37,2
7158,598,7,3
7159,598,9,4
7160,598,11,2
7161,598,20,4
7162,598,27,3
7163,599,1,2
7164,599,8,3
7165,599,9,4
7166,599,15,3
7167,599,48,3
7168,599,20,3
7169,599,21,2
7170,599,55,2
7171,599,24,1
7172,599,57,3
7173,599,58,3
7174,599,30,4
7175,600,2,3
7176,600,8,5
7177,600,9,4
7178,600,41,5
7179,600,11,5
7180,600,50,5
7181,600,19,5
7182,600,52,5
7183,600,51,5
7184,600,21,5
7185,600,25,3
7186,600,28,4
7187,600,30,3
7188,601,7,2
7189,601,14,1
7190,601,15,3
7191,601,47,2
7192,601,17,3
7193,601,18,1
7194,601,19,4
7195,601,20,1
7196,601,21,2
7197,601,22,1
7198,601,56,2
7199,602,1,3
7200,602,3,3
7201,602,35,1
7202,602,37,3
7203,602,38,2
7204,602,39,3
7205,602,40,3
7206,602,41,2
7207,602,42,3
7208,602,8,2
7209,602,11,2
7210,602,46,5
7211,602,19,2
7212,602,20,4
7213,602,24,4
7214,603,1,4
7215,603,56,1
7216,603,9,3
7217,603,47,3
7218,603,48,3
7219,603,20,1
7220,603,55,3
7221,603,24,4
7222,603,57,4
7223,603,58,3
7224,603,30,4
7225,604,1,5
7226,604,37,5
7227,604,6,4
7228,604,39,5
7229,604,40,5
7230,604,41,5
7231,604,42,4
7232,604,11,3
7233,604,9,5
7234,604,19,5
7235,604,21,5
7236,604,25,4
7237,604,28,5
7238,604,30,4
7239,605,32,4
7240,605,33,4
7241,605,3,5
7242,605,8,5
7243,605,9,5
7244,605,11,3
7245,605,12,3
7246,605,46,3
7247,605,19,5
7248,605,21,3
7249,605,27,4
7250,606,3,5
7251,606,4,5
7252,606,5,5
7253,606,6,4
7254,606,8,5
7255,606,9,4
7256,606,12,5
7257,606,19,4
7258,606,21,5
7259,606,30,3
7260,607,8,1
7261,607,9,1
7262,607,11,3
7263,607,45,4
7264,607,47,4
7265,607,19,2
7266,607,23,1
7267,607,21,1
7268,607,22,2
7269,607,53,1
7270,607,58,2
7271,607,59,2
7272,607,28,1
7273,607,30,1
7274,608,1,4
7275,608,56,2
7276,608,8,1
7277,608,9,5
7278,608,48,5
7279,608,51,2
7280,608,20,4
7281,608,21,3
7282,608,23,4
7283,608,55,3
7284,608,24,2
7285,608,57,4
7286,608,58,3
7287,608,30,5
7288,609,3,4
7289,609,4,3
7290,609,6,1
7291,609,8,1
7292,609,9,2
7293,609,10,2
7294,609,51,1
7295,609,19,3
7296,609,52,3
7297,609,21,1
7298,609,60,3
7299,610,1,3
7300,610,34,3
7301,610,35,4
7302,610,36,5
7303,610,5,4
7304,610,7,3
7305,610,11,3
7306,610,21,4
7307,610,30,5
7308,610,31,5
7309,611,1,5
7310,611,3,4
7311,611,4,4
7312,611,6,4
7313,611,39,3
7314,611,8,2
7315,611,9,4
7316,611,19,3
7317,611,52,3
7318,611,21,2
7319,611,53,2
7320,611,60,5
7321,611,29,2
7322,612,32,3
7323,612,8,5
7324,612,9,4
7325,612,41,5
7326,612,11,4
7327,612,50,5
7328,612,19,5
7329,612,52,5
7330,612,51,4
7331,612,21,5
7332,612,25,4
7333,612,28,3
7334,612,30,4
7335,613,1,4
7336,613,8,3
7337,613,9,3
7338,613,27,3
7339,613,19,3
7340,613,53,3
7341,613,21,3
7342,613,22,4
7343,613,58,3
7344,613,59,3
7345,613,30,3
7346,614,1,5
7347,614,37,4
7348,614,39,5
7349,614,40,5
7350,614,41,3
7351,614,42,4
7352,614,11,4
7353,614,9,5
7354,614,10,3
7355,614,60,1
7356,614,8,4
7357,614,19,5
7358,614,21,5
7359,614,25,4
7360,614,28,5
7361,614,30,4
7362,615,1,2
7363,615,3,2
7364,615,37,3
7365,615,38,2
7366,615,8,2
7367,615,41,3
7368,615,40,2
7369,615,11,2
7370,615,19,3
7371,615,53,4
7372,616,1,2
7373,616,8,4
7374,616,9,3
7375,616,13,4
7376,616,48,3
7377,616,19,2
7378,616,21,4
7379,616,55,3
7380,616,56,3
7381,616,24,2
7382,616,58,2
7383,616,30,2
7384,617,1,4
7385,617,56,4
7386,617,8,3
7387,617,9,5
7388,617,48,4
7389,617,19,5
7390,617,20,5
7391,617,21,5
7392,617,25,5
7393,617,24,5
7394,617,57,5
7395,617,58,5
7396,617,28,5
7397,617,30,5
7398,618,3,3
7399,618,36,2
7400,618,5,2
7401,618,8,2
7402,618,9,3
7403,618,44,3
7404,618,45,2
7405,618,46,4
7406,618,48,2
7407,618,51,4
7408,618,19,3
7409,618,21,3
7410,618,23,4
7411,619,1,3
7412,619,6,4
7413,619,8,4
7414,619,41,2
7415,619,9,2
7416,619,11,1
7417,619,49,2
7418,619,50,2
7419,619,19,1
7420,619,51,2
7421,619,21,3
7422,619,54,2
7423,619,28,3
7424,619,31,2
7425,620,1,1
7426,620,7,3
7427,620,8,1
7428,620,9,2
7429,620,44,3
7430,620,13,1
7431,620,15,2
7432,620,16,3
7433,620,17,2
7434,620,18,2
7435,620,19,1
7436,620,49,3
7437,620,21,2
7438,620,54,2
7439,621,1,5
7440,621,39,3
7441,621,8,4
7442,621,9,4
7443,621,41,4
7444,621,11,4
7445,621,49,4
7446,621,50,2
7447,621,19,5
7448,621,51,2
7449,621,21,4
7450,621,54,5
7451,621,60,3
7452,622,1,2
7453,622,3,3
7454,622,6,1
7455,622,8,2
7456,622,9,1
7457,622,51,1
7458,622,20,3
7459,622,21,2
7460,622,60,1
7461,623,1,5
7462,623,3,4
7463,623,4,4
7464,623,6,4
7465,623,8,4
7466,623,9,4
7467,623,47,3
7468,623,17,1
7469,623,19,5
7470,623,52,3
7471,623,21,3
7472,623,60,5
7473,624,1,3
7474,624,2,4
7475,624,3,2
7476,624,5,1
7477,624,6,4
7478,624,8,3
7479,624,9,3
7480,624,11,3
7481,624,12,2
7482,624,19,2
7483,624,21,3
7484,625,1,5
7485,625,3,4
7486,625,4,4
7487,625,6,4
7488,625,8,4
7489,625,9,4
7490,625,40,3
7491,625,19,4
7492,625,52,3
7493,625,21,1
7494,625,53,2
7495,625,60,4
7496,626,8,4
7497,626,9,2
7498,626,40,3
7499,626,11,5
7500,626,19,3
7501,626,23,2
7502,626,21,3
7503,626,22,3
7504,626,53,2
7505,626,58,3
7506,626,59,3
7507,626,30,1
7508,627,1,5
7509,627,37,5
7510,627,39,5
7511,627,40,5
7512,627,41,5
7513,627,42,3
7514,627,11,3
7515,627,9,4
7516,627,19,4
7517,627,21,5
7518,627,25,4
7519,627,27,3
7520,627,28,4
7521,627,30,4
7522,628,1,3
7523,628,26,4
7524,628,4,1
7525,628,8,4
7526,628,9,3
7527,628,48,3
7528,628,21,4
7529,628,55,4
7530,628,56,3
7531,628,24,2
7532,628,58,2
7533,628,30,2
7534,629,3,5
7535,629,4,2
7536,629,5,3
7537,629,8,5
7538,629,9,5
7539,629,44,5
7540,629,45,4
7541,629,46,5
7542,629,48,4
7543,629,21,4
7544,629,57,3
7545,630,1,1
7546,630,2,2
7547,630,3,5
7548,630,4,5
7549,630,5,5
7550,630,6,5
7551,630,8,5
7552,630,9,4
7553,630,12,3
7554,630,19,5
7555,630,21,5
7556,630,29,2
7557,630,31,3
7558,631,1,2
7559,631,3,5
7560,631,37,3
7561,631,8,2
7562,631,41,2
7563,631,50,3
7564,631,19,2
7565,631,51,1
7566,631,21,1
7567,631,54,3
7568,631,52,1
7569,632,8,4
7570,632,40,1
7571,632,11,4
7572,632,19,4
7573,632,23,5
7574,632,21,3
7575,632,22,4
7576,632,53,4
7577,632,25,4
7578,632,58,4
7579,632,59,2
7580,632,28,3
7581,632,30,3
7582,633,1,3
7583,633,2,2
7584,633,3,3
7585,633,36,3
7586,633,5,4
7587,633,6,3
7588,633,8,3
7589,633,9,2
7590,633,11,3
7591,633,12,2
7592,633,19,2
7593,633,20,3
7594,633,21,2
7595,633,54,3
7596,634,1,2
7597,634,3,3
7598,634,37,2
7599,634,38,3
7600,634,39,3
7601,634,40,3
7602,634,41,3
7603,634,42,3
7604,634,8,3
7605,634,11,3
7606,634,19,3
7607,634,21,3
7608,634,25,4
7609,634,58,3
7610,635,1,3
7611,635,4,4
7612,635,5,2
7613,635,6,3
7614,635,7,3
7615,635,8,1
7616,635,40,3
7617,635,9,3
7618,635,11,3
7619,635,12,1
7620,635,14,1
7621,635,19,4
7622,635,58,3
7623,636,34,3
7624,636,35,2
7625,636,36,3
7626,636,5,3
7627,636,8,2
7628,636,40,4
7629,636,11,3
7630,636,44,3
7631,636,21,1
7632,636,30,2
7633,636,31,2
7634,637,3,1
7635,637,5,1
7636,637,8,2
7637,637,43,3
7638,637,44,1
7639,637,45,3
7640,637,13,3
7641,637,48,4
7642,637,18,5
7643,637,19,2
7644,637,20,4
7645,638,1,5
7646,638,37,5
7647,638,39,5
7648,638,40,5
7649,638,41,5
7650,638,42,4
7651,638,11,4
7652,638,9,5
7653,638,14,1
7654,638,19,4
7655,638,52,1
7656,638,21,5
7657,638,20,1
7658,638,25,4
7659,638,28,5
7660,638,30,4
7661,639,7,2
7662,639,8,2
7663,639,9,3
7664,639,39,4
7665,639,19,3
7666,639,52,4
7667,639,53,3
7668,639,21,2
7669,639,22,4
7670,639,58,3
7671,639,59,2
7672,639,29,4
7673,639,30,3
7674,640,1,3
7675,640,34,3
7676,640,35,4
7677,640,36,5
7678,640,5,4
7679,640,11,3
7680,640,21,4
7681,640,30,5
7682,640,31,4
7683,641,2,2
7684,641,7,4
7685,641,8,5
7686,641,9,5
7687,641,13,5
7688,641,14,5
7689,641,15,3
7690,641,17,4
7691,641,18,4
7692,641,20,4
7693,641,21,5
7694,641,25,4
7695,641,28,4
7696,641,30,5
7697,642,1,2
7698,642,34,2
7699,642,3,3
7700,642,39,3
7701,642,8,1
7702,642,40,3
7703,642,9,3
7704,642,11,1
7705,642,19,4
7706,642,21,2
7707,643,34,4
7708,643,35,4
7709,643,36,2
7710,643,5,2
7711,643,7,4
7712,643,8,1
7713,643,47,3
7714,643,15,4
7715,643,21,2
7716,643,30,3
7717,643,31,2
7718,644,1,4
7719,644,2,2
7720,644,56,2
7721,644,9,3
7722,644,12,5
7723,644,45,3
7724,644,48,4
7725,644,20,3
7726,644,55,5
7727,644,24,2
7728,644,57,2
7729,644,58,3
7730,644,30,4
7731,645,32,2
7732,645,33,2
7733,645,1,4
7734,645,3,2
7735,645,36,1
7736,645,9,4
7737,645,11,3
7738,645,20,4
7739,645,27,2
7740,646,33,2
7741,646,3,3
7742,646,4,2
7743,646,6,3
7744,646,8,2
7745,646,9,1
7746,646,12,2
7747,646,51,1
7748,646,19,2
7749,646,52,1
7750,646,21,1
7751,646,60,1
7752,646,30,4
7753,647,1,5
7754,647,8,4
7755,647,9,4
7756,647,48,4
7757,647,51,5
7758,647,20,4
7759,647,21,4
7760,647,25,4
7761,647,58,4
7762,647,28,4
7763,647,30,4
7764,648,32,2
7765,648,33,2
7766,648,1,3
7767,648,3,3
7768,648,36,3
7769,648,39,3
7770,648,9,4
7771,648,11,3
7772,648,20,4
7773,648,24,3
7774,648,25,3
7775,648,56,3
7776,648,27,3
7777,649,3,3
7778,649,4,3
7779,649,6,3
7780,649,8,3
7781,649,9,1
7782,649,51,2
7783,649,19,2
7784,649,52,1
7785,649,21,2
7786,649,57,5
7787,649,60,3
7788,649,30,3
7789,650,1,5
7790,650,3,4
7791,650,4,4
7792,650,6,4
7793,650,8,4
7794,650,9,4
7795,650,12,5
7796,650,46,5
7797,650,19,3
7798,650,52,4
7799,650,21,1
7800,650,60,5
7801,651,3,5
7802,651,5,3
7803,651,9,3
7804,651,43,4
7805,651,45,3
7806,651,46,5
7807,651,47,4
7808,651,20,2
7809,651,21,4
7810,651,22,2
7811,651,58,3
7812,651,30,3
7813,652,1,5
7814,652,3,5
7815,652,36,2
7816,652,39,5
7817,652,8,4
7818,652,40,4
7819,652,9,4
7820,652,11,3
7821,652,7,2
7822,652,19,5
7823,652,21,5
7824,652,23,4
7825,653,1,3
7826,653,2,3
7827,653,3,2
7828,653,4,3
7829,653,8,1
7830,653,9,3
7831,653,19,4
7832,653,51,4
7833,653,60,3
7834,654,3,3
7835,654,5,4
7836,654,8,1
7837,654,10,1
7838,654,43,2
7839,654,44,3
7840,654,45,3
7841,654,13,2
7842,654,48,4
7843,654,19,3
7844,654,20,2
7845,655,32,3
7846,655,3,1
7847,655,8,4
7848,655,9,3
7849,655,10,4
7850,655,13,4
7851,655,46,3
7852,655,47,4
7853,655,45,3
7854,655,21,3
7855,656,3,3
7856,656,5,3
7857,656,8,3
7858,656,9,2
7859,656,43,3
7860,656,45,1
7861,656,46,2
7862,656,47,3
7863,656,20,1
7864,656,21,3
7865,656,55,3
7866,657,1,3
7867,657,8,2
7868,657,41,1
7869,657,9,3
7870,657,11,2
7871,657,14,4
7872,657,15,3
7873,657,49,3
7874,657,50,2
7875,657,19,1
7876,657,51,1
7877,657,21,4
7878,657,54,4
7879,658,1,5
7880,658,8,3
7881,658,9,3
7882,658,48,3
7883,658,19,2
7884,658,20,3
7885,658,21,1
7886,658,22,4
7887,658,25,4
7888,658,58,3
7889,658,28,4
7890,658,30,1
7891,659,1,2
7892,659,39,3
7893,659,8,4
7894,659,41,5
7895,659,50,4
7896,659,19,3
7897,659,51,2
7898,659,21,3
7899,659,54,4
7900,659,52,3
7901,659,57,4
7902,660,1,4
7903,660,2,2
7904,660,56,1
7905,660,6,3
7906,660,9,3
7907,660,48,3
7908,660,20,2
7909,660,55,2
7910,660,24,3
7911,660,57,2
7912,660,58,2
7913,660,30,3
7914,661,1,4
7915,661,35,5
7916,661,36,5
7917,661,8,5
7918,661,9,4
7919,661,19,4
7920,661,23,2
7921,661,25,4
7922,661,28,3
7923,661,30,3
7924,661,31,3
7925,662,1,3
7926,662,3,3
7927,662,37,2
7928,662,38,3
7929,662,39,2
7930,662,40,3
7931,662,41,2
7932,662,42,3
7933,662,8,4
7934,662,11,2
7935,662,16,3
7936,662,19,2
7937,663,1,3
7938,663,2,1
7939,663,3,3
7940,663,4,3
7941,663,8,2
7942,663,9,3
7943,663,48,1
7944,663,19,4
7945,663,51,4
7946,663,59,4
7947,663,60,3
7948,664,1,4
7949,664,7,4
7950,664,8,3
7951,664,13,2
7952,664,14,4
7953,664,15,5
7954,664,17,4
7955,664,18,2
7956,664,19,4
7957,664,21,4
7958,664,25,3
7959,665,3,3
7960,665,4,3
7961,665,5,4
7962,665,6,3
7963,665,8,3
7964,665,9,2
7965,665,12,3
7966,665,19,3
7967,665,21,4
7968,666,32,3
7969,666,1,3
7970,666,56,2
7971,666,5,3
7972,666,9,3
7973,666,46,3
7974,666,48,4
7975,666,20,3
7976,666,55,4
7977,666,24,4
7978,666,57,1
7979,666,58,3
7980,666,30,4
7981,667,3,3
7982,667,8,3
7983,667,9,4
7984,667,41,5
7985,667,13,3
7986,667,46,3
7987,667,47,5
7988,667,45,3
7989,667,50,2
7990,667,21,1
7991,668,3,3
7992,668,35,2
7993,668,5,1
7994,668,8,2
7995,668,9,2
7996,668,40,2
7997,668,42,3
7998,668,44,4
7999,668,45,2
8000,668,46,3
8001,668,48,2
8002,668,21,3
8003,669,8,5
8004,669,11,4
8005,669,46,4
8006,669,19,5
8007,669,23,5
8008,669,21,5
8009,669,22,5
8010,669,53,5
8011,669,52,5
8012,669,25,5
8013,669,58,5
8014,669,59,5
8015,669,28,5
8016,669,30,3
8017,669,31,3
8018,670,1,3
8019,670,5,1
8020,670,7,2
8021,670,8,1
8022,670,13,2
8023,670,14,4
8024,670,15,5
8025,670,17,3
8026,670,18,1
8027,670,19,4
8028,670,49,3
8029,670,21,4
8030,670,23,3
8031,671,3,3
8032,671,38,1
8033,671,39,2
8034,671,8,3
8035,671,41,3
8036,671,9,4
8037,671,40,3
8038,671,21,3
8039,671,56,2
8040,671,29,4
8041,671,31,2
8042,672,32,1
8043,672,35,3
8044,672,8,4
8045,672,9,2
8046,672,42,5
8047,672,11,4
8048,672,41,1
8049,672,19,3
8050,672,23,2
8051,672,21,2
8052,672,22,3
8053,672,53,1
8054,672,58,3
8055,672,59,2
8056,672,30,3
8057,673,1,4
8058,673,8,2
8059,673,9,4
8060,673,43,3
8061,673,48,3
8062,673,20,3
8063,673,21,1
8064,673,25,3
8065,673,58,3
8066,673,28,2
8067,673,30,4
8068,674,32,4
8069,674,1,3
8070,674,34,4
8071,674,35,4
8072,674,36,5
8073,674,5,3
8074,674,2,4
8075,674,11,2
8076,674,21,5
8077,674,55,2
8078,674,24,3
8079,674,30,5
8080,674,31,4
8081,675,1,1
8082,675,33,3
8083,675,3,2
8084,675,35,3
8085,675,37,2
8086,675,38,2
8087,675,8,3
8088,675,41,2
8089,675,40,2
8090,675,11,2
8091,675,19,2
8092,675,54,5
8093,676,3,4
8094,676,4,1
8095,676,5,3
8096,676,6,1
8097,676,8,2
8098,676,9,2
8099,676,51,2
8100,676,19,3
8101,676,52,3
8102,676,21,2
8103,676,60,1
8104,677,1,3
8105,677,35,4
8106,677,36,5
8107,677,39,3
8108,677,8,5
8109,677,9,4
8110,677,19,4
8111,677,25,4
8112,677,28,5
8113,677,30,4
8114,677,31,3
8115,678,1,5
8116,678,3,5
8117,678,4,4
8118,678,6,3
8119,678,8,3
8120,678,9,4
8121,678,19,4
8122,678,52,4
8123,678,21,2
8124,678,51,4
8125,678,60,4
8126,678,30,3
8127,679,32,2
8128,679,1,3
8129,679,3,1
8130,679,36,1
8131,679,8,2
8132,679,9,3
8133,679,43,5
8134,679,13,1
8135,679,19,2
8136,679,20,2
8137,679,55,3
8138,679,25,3
8139,680,3,5
8140,680,4,5
8141,680,6,4
8142,680,8,3
8143,680,9,3
8144,680,28,1
8145,680,46,4
8146,680,51,3
8147,680,19,4
8148,680,52,3
8149,680,21,3
8150,680,57,3
8151,680,27,2
8152,680,60,5
8153,681,33,3
8154,681,1,2
8155,681,3,2
8156,681,36,1
8157,681,8,1
8158,681,9,1
8159,681,13,3
8160,681,21,1
8161,681,26,2
8162,681,27,3
8163,682,1,4
8164,682,56,2
8165,682,26,4
8166,682,9,3
8167,682,48,5
8168,682,19,4
8169,682,20,5
8170,682,21,5
8171,682,25,5
8172,682,24,5
8173,682,57,5
8174,682,58,5
8175,682,28,4
8176,682,30,5
8177,683,3,3
8178,683,38,2
8179,683,39,2
8180,683,8,3
8181,683,41,2
8182,683,9,3
8183,683,40,2
8184,683,21,3
8185,683,58,5
8186,684,5,1
8187,684,8,1
8188,684,9,4
8189,684,12,3
8190,684,19,4
8191,684,21,4
8192,684,53,3
8193,684,23,4
8194,684,22,3
8195,684,24,4
8196,684,59,4
8197,684,30,4
8198,685,32,2
8199,685,33,2
8200,685,1,3
8201,685,3,3
8202,685,36,3
8203,685,9,4
8204,685,11,3
8205,685,20,2
8206,685,27,3
8207,686,2,5
8208,686,3,5
8209,686,5,3
8210,686,8,4
8211,686,9,5
8212,686,44,4
8213,686,45,4
8214,686,46,4
8215,686,48,4
8216,686,21,4
8217,687,1,4
8218,687,3,3
8219,687,4,2
8220,687,5,3
8221,687,7,3
8222,687,8,2
8223,687,9,4
8224,687,11,4
8225,687,12,4
8226,687,19,1
8227,687,51,4
8228,687,55,3
8229,688,3,5
8230,688,5,5
8231,688,8,4
8232,688,9,3
8233,688,10,3
8234,688,11,3
8235,688,13,4
8236,688,46,5
8237,688,47,4
8238,688,48,5
8239,688,19,5
8240,688,21,4
8241,688,25,2
8242,688,28,5
8243,688,30,4
8244,689,3,1
8245,689,5,1
8246,689,27,1
8247,689,9,1
8248,689,42,5
8249,689,43,2
8250,689,45,1
8251,689,46,3
8252,689,47,2
8253,689,20,1
8254,689,21,1
8255,689,59,2
8256,690,2,2
8257,690,3,1
8258,690,8,3
8259,690,9,3
8260,690,13,2
8261,690,46,3
8262,690,47,4
8263,690,45,3
8264,690,21,4
8265,690,60,3
8266,691,3,5
8267,691,36,1
8268,691,5,5
8269,691,8,5
8270,691,9,4
8271,691,13,3
8272,691,46,5
8273,691,47,5
8274,691,48,5
8275,691,19,5
8276,691,21,4
8277,691,55,4
8278,691,25,4
8279,691,28,5
8280,691,30,4
8281,692,1,3
8282,692,7,4
8283,692,8,1
8284,692,9,3
8285,692,13,2
8286,692,46,2
8287,692,15,3
8288,692,16,3
8289,692,17,2
8290,692,18,3
8291,692,19,2
8292,692,21,4
8293,692,26,5
8294,692,59,1
8295,693,1,5
8296,693,56,4
8297,693,39,5
8298,693,9,5
8299,693,48,4
8300,693,19,5
8301,693,20,5
8302,693,21,5
8303,693,54,1
8304,693,25,5
8305,693,24,4
8306,693,57,5
8307,693,58,4
8308,693,28,5
8309,693,30,5
8310,694,32,3
8311,694,33,1
8312,694,1,5
8313,694,3,5
8314,694,36,4
8315,694,9,5
8316,694,10,3
8317,694,11,4
8318,694,20,5
8319,694,26,4
8320,694,27,2
8321,695,1,5
8322,695,56,2
8323,695,9,5
8324,695,48,4
8325,695,49,3
8326,695,19,5
8327,695,20,5
8328,695,21,5
8329,695,25,5
8330,695,24,5
8331,695,57,5
8332,695,58,5
8333,695,28,5
8334,695,30,4
8335,696,32,4
8336,696,33,4
8337,696,3,4
8338,696,8,3
8339,696,9,4
8340,696,11,3
8341,696,19,4
8342,696,20,4
8343,696,21,1
8344,696,27,3
8345,697,1,2
8346,697,8,3
