assessment_id,enrollment_id,assessment_type,assessment_score,assessment_date
4326,2652,Pre,49,2026-02-03
4327,2652,Post,49,2026-02-26
4328,2653,Pre,45,2024-03-20
4329,2653,Post,52,2024-04-03
4330,2654,Pre,59,2024-09-03
4331,2654,Post,79,2024-10-03
4332,2656,Pre,55,2025-11-27
4333,2656,Post,62,2025-12-14
4334,2657,Pre,44,2025-07-11
4335,2657,Post,50,2025-07-22
4336,2658,Pre,82,2025-03-09
4337,2658,Post,88,2025-03-27
4338,2659,Pre,58,2026-01-28
4339,2659,Post,61,2026-02-18
4340,2660,Pre,65,2024-03-14
4341,2660,Post,84,2024-04-08
4342,2661,Pre,47,2025-02-17
4343,2661,Post,64,2025-03-03
4344,2662,Pre,73,2024-08-04
4345,2662,Post,91,2024-08-20
4346,2663,Pre,64,2026-05-21
4347,2663,Post,63,2026-06-06
4348,2665,Pre,86,2024-04-22
4349,2665,Post,95,2024-05-06
4350,2666,Pre,61,2025-01-23
4351,2666,Post,82,2025-02-17
4352,2667,Pre,60,2024-12-31
4353,2668,Pre,57,2025-09-19
4354,2668,Post,68,2025-10-04
4355,2669,Pre,56,2025-10-16
4356,2669,Post,63,2025-11-13
4357,2670,Pre,43,2026-06-20
4358,2670,Post,42,2026-06-26
4359,2671,Pre,66,2024-01-27
4360,2671,Post,75,2024-02-26
4361,2672,Pre,76,2024-11-27
4362,2672,Post,87,2024-12-09
4363,2673,Pre,52,2024-12-17
4364,2673,Post,67,2025-01-15
4365,2675,Pre,60,2025-11-30
4366,2675,Post,77,2025-12-23
4367,2676,Pre,61,2024-07-03
4368,2676,Post,82,2024-07-24
4369,2677,Pre,60,2024-11-03
4370,2677,Post,73,2024-11-14
4371,2679,Pre,61,2026-01-26
4372,2679,Post,70,2026-02-10
4373,2680,Pre,66,2025-08-17
4374,2681,Pre,51,2024-04-27
4375,2681,Post,58,2024-05-28
4376,2682,Pre,41,2025-06-13
4377,2682,Post,51,2025-06-28
4378,2683,Pre,48,2026-06-14
4379,2683,Post,63,2026-07-01
4380,2684,Pre,48,2024-10-19
4381,2684,Post,56,2024-11-07
4382,2685,Pre,47,2024-04-07
4383,2685,Post,57,2024-04-12
4384,2686,Pre,53,2025-01-17
4385,2686,Post,61,2025-01-23
4386,2687,Pre,38,2025-07-02
4387,2687,Post,50,2025-07-14
4388,2688,Pre,51,2025-08-19
4389,2688,Post,60,2025-08-26
4390,2689,Pre,55,2024-08-22
4391,2689,Post,67,2024-09-16
4392,2691,Pre,65,2025-07-15
4393,2691,Post,76,2025-08-02
4394,2692,Pre,53,2025-11-18
4395,2692,Post,64,2025-12-12
4396,2693,Pre,39,2024-05-11
4397,2693,Post,36,2024-05-29
4398,2694,Pre,35,2025-10-19
4399,2694,Post,65,2025-10-27
4400,2695,Pre,58,2026-04-21
4401,2695,Post,54,2026-04-29
4402,2696,Pre,50,2026-01-08
4403,2696,Post,59,2026-01-18
4404,2697,Pre,38,2024-07-19
4405,2697,Post,51,2024-07-25
4406,2698,Pre,45,2024-02-25
4407,2698,Post,63,2024-03-24
4408,2699,Pre,37,2025-10-24
4409,2699,Post,43,2025-11-05
4410,2700,Pre,66,2025-11-22
4411,2700,Post,75,2025-12-02
4412,2701,Pre,59,2024-04-07
4413,2701,Post,78,2024-05-08
4414,2702,Pre,48,2025-02-22
4415,2702,Post,63,2025-03-03
4416,2703,Pre,49,2024-11-23
4417,2705,Pre,58,2024-09-12
4418,2705,Post,74,2024-10-09
4419,2706,Pre,46,2024-05-18
4420,2707,Pre,63,2024-11-23
4421,2707,Post,72,2024-12-17
4422,2708,Pre,58,2024-06-29
4423,2708,Post,72,2024-07-23
4424,2710,Pre,62,2024-02-17
4425,2711,Pre,59,2024-09-19
4426,2711,Post,63,2024-10-02
4427,2712,Pre,73,2024-07-16
4428,2712,Post,82,2024-07-25
4429,2714,Pre,83,2024-06-11
4430,2714,Post,89,2024-07-06
4431,2715,Pre,59,2026-05-30
4432,2715,Post,60,2026-06-15
4433,2716,Pre,73,2024-11-07
4434,2716,Post,89,2024-11-29
4435,2717,Pre,59,2024-11-01
4436,2717,Post,73,2024-11-22
4437,2718,Pre,83,2024-09-27
4438,2718,Post,94,2024-10-16
4439,2719,Pre,56,2024-06-27
4440,2720,Pre,62,2024-12-31
4441,2720,Post,77,2025-01-31
4442,2721,Pre,55,2025-04-29
4443,2721,Post,64,2025-05-11
4444,2722,Pre,46,2025-07-17
4445,2722,Post,64,2025-08-03
4446,2723,Pre,60,2026-04-30
4447,2723,Post,68,2026-05-17
4448,2724,Pre,68,2024-12-08
4449,2724,Post,73,2024-12-28
4450,2725,Pre,44,2026-04-13
4451,2725,Post,56,2026-04-19
4452,2726,Pre,78,2026-07-07
4453,2726,Post,85,2026-07-16
4454,2727,Pre,47,2026-06-12
4455,2727,Post,50,2026-06-19
4456,2728,Pre,60,2025-03-02
4457,2728,Post,82,2025-03-12
4458,2729,Pre,59,2025-01-13
4459,2729,Post,69,2025-02-02
4460,2730,Pre,72,2025-01-14
4461,2730,Post,75,2025-02-01
4462,2732,Pre,88,2024-11-21
4463,2732,Post,100,2024-12-05
4464,2733,Pre,59,2025-12-16
4465,2733,Post,62,2026-01-01
4466,2734,Pre,62,2026-06-20
4467,2735,Pre,44,2026-02-04
4468,2735,Post,46,2026-02-15
4469,2736,Pre,52,2025-12-25
4470,2737,Pre,67,2025-08-29
4471,2737,Post,81,2025-09-05
4472,2738,Pre,66,2024-06-09
4473,2738,Post,84,2024-07-03
4474,2739,Pre,71,2024-07-20
4475,2740,Pre,62,2024-11-27
4476,2740,Post,76,2024-12-20
4477,2741,Pre,62,2024-12-02
4478,2741,Post,65,2024-12-19
4479,2742,Pre,72,2024-01-27
4480,2742,Post,84,2024-02-05
4481,2743,Pre,50,2024-05-30
4482,2743,Post,51,2024-06-20
4483,2744,Pre,66,2025-09-22
4484,2744,Post,84,2025-10-21
4485,2745,Pre,74,2024-03-20
4486,2745,Post,83,2024-04-06
4487,2746,Pre,70,2025-05-27
4488,2746,Post,89,2025-06-15
4489,2747,Pre,58,2025-11-02
4490,2747,Post,68,2025-11-24
4491,2748,Pre,65,2024-01-24
4492,2748,Post,85,2024-02-05
4493,2749,Pre,55,2024-03-01
4494,2749,Post,65,2024-03-12
4495,2752,Pre,53,2025-12-29
4496,2752,Post,63,2026-01-05
4497,2753,Pre,38,2025-08-10
4498,2753,Post,40,2025-08-20
4499,2755,Pre,58,2026-03-12
4500,2756,Pre,55,2025-10-19
4501,2756,Post,62,2025-11-04
4502,2757,Pre,46,2026-05-01
4503,2757,Post,61,2026-05-17
4504,2758,Pre,60,2024-12-18
4505,2759,Pre,56,2024-07-14
4506,2759,Post,64,2024-07-30
4507,2761,Pre,78,2024-11-03
4508,2761,Post,83,2024-11-20
4509,2762,Pre,58,2025-06-01
4510,2763,Pre,45,2024-04-22
4511,2763,Post,50,2024-05-08
4512,2764,Pre,51,2026-01-05
4513,2764,Post,67,2026-01-21
4514,2766,Pre,40,2026-06-29
4515,2766,Post,50,2026-07-09
4516,2767,Pre,82,2024-04-23
4517,2767,Post,93,2024-05-13
4518,2768,Pre,67,2026-03-15
4519,2769,Pre,69,2026-03-05
4520,2769,Post,88,2026-04-02
4521,2770,Pre,61,2025-08-22
4522,2770,Post,79,2025-09-20
4523,2771,Pre,62,2024-08-25
4524,2771,Post,86,2024-09-10
4525,2772,Pre,27,2025-11-12
4526,2772,Post,32,2025-12-01
4527,2773,Pre,57,2025-12-03
4528,2773,Post,66,2026-01-03
4529,2774,Pre,52,2026-04-25
4530,2774,Post,72,2026-05-25
4531,2775,Pre,70,2026-01-15
4532,2775,Post,81,2026-01-23
4533,2776,Pre,64,2025-09-06
4534,2776,Post,85,2025-09-12
4535,2777,Pre,59,2024-04-03
4536,2777,Post,62,2024-04-05
4537,2778,Pre,49,2025-11-01
4538,2778,Post,63,2025-11-27
4539,2779,Pre,56,2024-01-26
4540,2779,Post,75,2024-02-12
4541,2780,Pre,66,2024-06-14
4542,2781,Pre,65,2025-07-29
4543,2782,Pre,47,2026-08-06
4544,2782,Post,59,2026-08-29
4545,2783,Pre,60,2024-03-15
4546,2784,Pre,62,2024-10-25
4547,2784,Post,76,2024-11-24
4548,2785,Pre,56,2026-07-05
4549,2786,Pre,64,2024-09-24
4550,2787,Pre,32,2024-07-21
4551,2787,Post,45,2024-07-30
4552,2788,Pre,51,2025-11-18
4553,2788,Post,61,2025-12-10
4554,2789,Pre,46,2025-07-10
4555,2789,Post,55,2025-07-20
4556,2790,Pre,63,2024-04-11
4557,2791,Pre,53,2025-05-22
4558,2791,Post,58,2025-06-05
4559,2792,Pre,57,2025-08-19
4560,2792,Post,85,2025-08-24
4561,2793,Pre,32,2025-04-20
4562,2793,Post,44,2025-04-26
4563,2794,Pre,52,2025-06-17
4564,2794,Post,49,2025-07-09
4565,2795,Pre,53,2024-05-02
4566,2795,Post,75,2024-05-25
4567,2796,Pre,61,2024-11-02
4568,2796,Post,63,2024-11-23
4569,2798,Pre,60,2025-05-02
4570,2799,Pre,70,2024-10-28
4571,2800,Pre,50,2024-09-01
4572,2800,Post,57,2024-09-08
4573,2801,Pre,66,2025-05-26
4574,2801,Post,76,2025-05-31
4575,2802,Pre,66,2024-05-05
4576,2803,Pre,66,2025-10-18
4577,2803,Post,72,2025-11-10
4578,2804,Pre,38,2024-03-18
4579,2804,Post,40,2024-03-22
4580,2805,Pre,60,2024-12-05
4581,2805,Post,70,2024-12-31
4582,2806,Pre,72,2025-11-08
4583,2806,Post,74,2025-11-14
4584,2807,Pre,44,2026-04-13
4585,2807,Post,53,2026-04-21
4586,2808,Pre,72,2025-11-02
4587,2808,Post,83,2025-11-23
4588,2809,Pre,47,2024-05-22
4589,2809,Post,61,2024-06-08
4590,2811,Pre,49,2025-09-03
4591,2811,Post,54,2025-09-15
4592,2812,Pre,55,2026-07-20
4593,2812,Post,59,2026-08-06
4594,2814,Pre,55,2024-02-29
4595,2814,Post,71,2024-03-11
4596,2815,Pre,52,2025-12-18
4597,2816,Pre,67,2025-11-10
4598,2817,Pre,54,2026-03-07
4599,2817,Post,58,2026-03-17
4600,2818,Pre,56,2025-04-04
4601,2818,Post,62,2025-04-09
4602,2819,Pre,63,2025-02-17
4603,2819,Post,73,2025-03-15
4604,2820,Pre,40,2024-01-27
4605,2820,Post,54,2024-01-31
4606,2821,Pre,64,2024-02-13
4607,2821,Post,83,2024-03-10
4608,2822,Pre,78,2026-05-08
4609,2822,Post,81,2026-05-25
4610,2823,Pre,52,2025-03-07
4611,2824,Pre,64,2025-12-18
4612,2824,Post,79,2026-01-19
4613,2825,Pre,84,2024-01-06
4614,2825,Post,95,2024-02-05
4615,2826,Pre,74,2025-07-08
4616,2826,Post,89,2025-08-02
4617,2827,Pre,75,2026-04-03
4618,2828,Pre,77,2024-05-24
4619,2828,Post,96,2024-06-12
4620,2829,Pre,71,2026-01-07
4621,2829,Post,87,2026-01-30
4622,2830,Pre,88,2024-06-14
4623,2830,Post,100,2024-06-24
4624,2831,Pre,63,2024-06-28
4625,2831,Post,79,2024-07-13
4626,2832,Pre,74,2025-04-27
4627,2832,Post,80,2025-05-06
4628,2833,Pre,53,2025-09-12
4629,2833,Post,74,2025-10-03
4630,2834,Pre,45,2024-04-04
4631,2834,Post,67,2024-05-04
4632,2835,Pre,68,2025-09-11
4633,2836,Pre,73,2026-03-11
4634,2836,Post,84,2026-03-18
4635,2837,Pre,44,2025-11-14
4636,2837,Post,58,2025-12-14
4637,2839,Pre,59,2026-02-23
4638,2839,Post,83,2026-03-19
4639,2840,Pre,47,2024-01-08
4640,2841,Pre,66,2025-10-16
4641,2841,Post,80,2025-11-12
4642,2843,Pre,55,2025-06-20
4643,2843,Post,68,2025-07-01
4644,2844,Pre,61,2026-05-21
4645,2844,Post,74,2026-06-02
4646,2845,Pre,74,2026-07-20
4647,2846,Pre,69,2024-11-04
4648,2846,Post,78,2024-11-19
4649,2847,Pre,35,2026-03-16
4650,2848,Pre,58,2026-08-10
4651,2848,Post,59,2026-08-21
4652,2849,Pre,52,2026-03-30
4653,2849,Post,61,2026-04-25
4654,2850,Pre,71,2025-07-17
4655,2850,Post,84,2025-07-24
4656,2852,Pre,78,2024-08-15
4657,2853,Pre,51,2025-07-26
4658,2853,Post,59,2025-07-29
4659,2854,Pre,63,2025-04-20
4660,2854,Post,70,2025-05-17
4661,2855,Pre,55,2024-04-09
4662,2855,Post,63,2024-05-06
4663,2856,Pre,76,2026-01-05
4664,2856,Post,82,2026-01-17
4665,2857,Pre,51,2025-09-02
4666,2857,Post,65,2025-09-17
4667,2859,Pre,52,2025-01-16
4668,2859,Post,70,2025-01-29
4669,2860,Pre,81,2025-07-11
4670,2861,Pre,83,2026-01-24
4671,2861,Post,87,2026-02-10
4672,2862,Pre,61,2025-08-03
4673,2862,Post,80,2025-08-27
4674,2863,Pre,60,2024-06-05
4675,2863,Post,80,2024-07-06
4676,2864,Pre,78,2025-01-21
4677,2864,Post,84,2025-01-26
4678,2865,Pre,73,2025-04-15
4679,2865,Post,80,2025-05-04
4680,2867,Pre,51,2024-05-27
4681,2867,Post,71,2024-06-03
4682,2868,Pre,25,2025-11-10
4683,2868,Post,36,2025-11-26
4684,2869,Pre,52,2024-02-29
4685,2869,Post,66,2024-03-09
4686,2870,Pre,48,2024-10-14
4687,2870,Post,52,2024-11-12
4688,2871,Pre,66,2024-06-13
4689,2871,Post,70,2024-06-30
4690,2872,Pre,61,2025-04-15
4691,2873,Pre,60,2024-07-03
4692,2873,Post,64,2024-08-03
4693,2874,Pre,50,2025-11-22
4694,2874,Post,54,2025-12-20
4695,2875,Pre,48,2024-06-27
4696,2875,Post,55,2024-07-15
4697,2876,Pre,71,2024-10-07
4698,2876,Post,87,2024-11-06
4699,2877,Pre,59,2026-01-07
4700,2877,Post,66,2026-01-19
4701,2878,Pre,53,2025-09-06
4702,2878,Post,68,2025-09-25
4703,2879,Pre,72,2024-10-15
4704,2880,Pre,69,2025-01-28
4705,2880,Post,69,2025-02-14
4706,2881,Pre,54,2024-01-16
4707,2881,Post,57,2024-01-28
4708,2883,Pre,78,2024-05-27
4709,2883,Post,100,2024-06-13
4710,2884,Pre,74,2025-01-02
4711,2884,Post,80,2025-01-14
4712,2885,Pre,67,2025-10-17
4713,2885,Post,81,2025-11-19
4714,2886,Pre,43,2024-08-19
4715,2886,Post,50,2024-08-24
4716,2887,Pre,67,2025-09-11
4717,2887,Post,71,2025-09-23
4718,2888,Pre,62,2025-09-24
4719,2888,Post,81,2025-10-10
4720,2890,Pre,50,2024-05-14
4721,2890,Post,64,2024-05-22
4722,2892,Pre,62,2025-12-01
4723,2892,Post,73,2025-12-16
4724,2893,Pre,54,2025-09-10
4725,2893,Post,59,2025-09-14
4726,2894,Pre,41,2024-05-09
4727,2895,Pre,61,2024-08-08
4728,2895,Post,74,2024-08-21
4729,2896,Pre,55,2024-02-16
4730,2896,Post,65,2024-03-17
4731,2897,Pre,68,2024-01-08
4732,2897,Post,80,2024-01-16
4733,2898,Pre,59,2025-08-22
4734,2898,Post,70,2025-09-19
4735,2899,Pre,38,2024-08-04
4736,2899,Post,53,2024-08-16
4737,2900,Pre,63,2024-03-27
4738,2900,Post,77,2024-04-01
4739,2901,Pre,55,2024-07-07
4740,2901,Post,61,2024-08-01
4741,2902,Pre,48,2025-01-20
4742,2902,Post,58,2025-02-03
4743,2903,Pre,63,2025-11-24
4744,2903,Post,67,2025-12-14
4745,2904,Pre,44,2025-01-12
4746,2904,Post,50,2025-02-04
4747,2905,Pre,52,2025-04-05
4748,2905,Post,72,2025-04-30
4749,2906,Pre,57,2024-08-20
4750,2906,Post,63,2024-09-16
4751,2908,Pre,72,2024-03-25
4752,2909,Pre,57,2025-04-21
4753,2910,Pre,72,2024-10-18
4754,2910,Post,84,2024-11-04
4755,2911,Pre,69,2026-05-07
4756,2911,Post,74,2026-05-13
4757,2912,Pre,49,2025-09-21
4758,2912,Post,68,2025-10-21
4759,2913,Pre,39,2025-09-21
4760,2913,Post,50,2025-10-02
4761,2915,Pre,65,2025-12-29
4762,2915,Post,83,2026-01-01
4763,2916,Pre,52,2025-04-27
4764,2916,Post,72,2025-06-02
4765,2918,Pre,48,2026-04-21
4766,2918,Post,69,2026-05-04
4767,2919,Pre,69,2025-02-20
4768,2919,Post,80,2025-03-20
4769,2920,Pre,71,2024-06-08
4770,2920,Post,74,2024-06-15
4771,2921,Pre,57,2025-05-04
4772,2921,Post,71,2025-06-04
4773,2922,Pre,43,2025-01-30
4774,2922,Post,48,2025-02-19
4775,2923,Pre,62,2024-12-09
4776,2923,Post,68,2024-12-17
4777,2924,Pre,60,2024-05-06
4778,2924,Post,68,2024-05-30
4779,2925,Pre,57,2024-05-21
4780,2925,Post,75,2024-06-18
4781,2926,Pre,39,2025-10-24
4782,2926,Post,52,2025-11-11
4783,2927,Pre,50,2024-03-26
4784,2927,Post,53,2024-04-01
4785,2928,Pre,76,2024-01-23
4786,2928,Post,94,2024-02-20
4787,2929,Pre,61,2024-12-10
4788,2930,Pre,55,2025-07-04
4789,2930,Post,64,2025-07-30
4790,2931,Pre,50,2025-12-20
4791,2931,Post,61,2025-12-28
4792,2932,Pre,66,2024-12-18
4793,2932,Post,88,2025-01-13
4794,2933,Pre,71,2025-01-24
4795,2933,Post,77,2025-02-03
4796,2934,Pre,64,2025-07-02
4797,2934,Post,65,2025-07-09
4798,2935,Pre,49,2024-07-25
4799,2936,Pre,66,2025-08-06
4800,2936,Post,75,2025-08-20
4801,2937,Pre,74,2025-06-20
4802,2937,Post,90,2025-07-01
4803,2938,Pre,42,2025-11-14
4804,2939,Pre,86,2024-12-27
4805,2939,Post,93,2025-01-14
4806,2940,Pre,65,2025-03-17
4807,2940,Post,83,2025-04-17
4808,2941,Pre,75,2026-06-27
4809,2941,Post,81,2026-07-30
4810,2942,Pre,67,2024-10-13
4811,2942,Post,72,2024-10-28
4812,2943,Pre,46,2026-07-20
4813,2943,Post,44,2026-08-02
4814,2945,Pre,66,2025-02-24
4815,2945,Post,76,2025-03-14
4816,2946,Pre,43,2025-03-12
4817,2946,Post,63,2025-03-26
4818,2947,Pre,76,2024-10-21
4819,2947,Post,82,2024-10-30
4820,2948,Pre,65,2025-10-02
4821,2948,Post,68,2025-10-07
4822,2949,Pre,49,2024-05-12
4823,2951,Pre,56,2026-04-18
4824,2951,Post,57,2026-05-11
4825,2952,Pre,50,2025-04-03
4826,2954,Pre,34,2024-01-23
4827,2954,Post,46,2024-02-15
4828,2955,Pre,53,2025-12-02
4829,2956,Pre,32,2024-05-14
4830,2956,Post,58,2024-05-29
4831,2957,Pre,62,2025-11-03
4832,2957,Post,58,2025-11-05
4833,2958,Pre,74,2024-07-19
4834,2958,Post,91,2024-08-09
4835,2959,Pre,68,2026-05-27
4836,2959,Post,77,2026-06-21
4837,2960,Pre,59,2024-01-07
4838,2960,Post,74,2024-01-24
4839,2961,Pre,40,2025-08-03
4840,2961,Post,46,2025-08-11
4841,2962,Pre,81,2025-06-16
4842,2962,Post,96,2025-07-16
4843,2963,Pre,57,2024-07-27
4844,2963,Post,54,2024-08-20
4845,2964,Pre,61,2024-10-26
4846,2964,Post,78,2024-11-22
4847,2965,Pre,44,2024-05-27
4848,2967,Pre,67,2025-08-04
4849,2967,Post,77,2025-08-20
4850,2968,Pre,74,2026-08-02
4851,2968,Post,89,2026-08-22
4852,2969,Pre,63,2024-01-13
4853,2969,Post,68,2024-02-01
4854,2970,Pre,75,2024-05-23
4855,2971,Pre,59,2025-06-16
4856,2971,Post,63,2025-06-19
4857,2972,Pre,54,2024-05-21
4858,2974,Pre,44,2026-01-07
4859,2974,Post,55,2026-01-18
4860,2975,Pre,59,2024-05-09
4861,2975,Post,61,2024-05-19
4862,2976,Pre,60,2025-07-10
4863,2976,Post,69,2025-08-05
4864,2977,Pre,49,2025-04-07
4865,2977,Post,72,2025-04-23
4866,2978,Pre,69,2025-06-05
4867,2978,Post,68,2025-06-29
4868,2979,Pre,60,2025-05-25
4869,2980,Pre,66,2024-07-30
4870,2980,Post,76,2024-08-19
4871,2981,Pre,45,2025-09-13
4872,2982,Pre,69,2026-07-26
4873,2982,Post,83,2026-07-30
4874,2983,Pre,57,2026-07-28
4875,2983,Post,74,2026-08-18
4876,2984,Pre,58,2024-04-26
4877,2985,Pre,50,2025-01-13
4878,2986,Pre,55,2026-08-10
4879,2986,Post,60,2026-08-13
4880,2987,Pre,55,2026-06-30
4881,2988,Pre,53,2024-12-05
4882,2988,Post,68,2024-12-18
4883,2989,Pre,69,2026-07-10
4884,2989,Post,71,2026-08-08
4885,2990,Pre,66,2024-03-02
4886,2990,Post,85,2024-03-08
4887,2991,Pre,38,2026-01-21
4888,2991,Post,48,2026-02-12
4889,2992,Pre,56,2024-02-06
4890,2992,Post,70,2024-03-03
4891,2993,Pre,56,2024-03-03
4892,2993,Post,79,2024-03-13
4893,2994,Pre,34,2026-07-04
4894,2994,Post,42,2026-07-10
4895,2995,Pre,52,2024-12-04
4896,2995,Post,66,2025-01-01
4897,2996,Pre,71,2025-06-11
4898,2996,Post,79,2025-07-06
4899,2997,Pre,53,2024-12-26
4900,2997,Post,57,2025-01-06
4901,2998,Pre,59,2024-01-13
4902,2998,Post,72,2024-01-30
4903,2999,Pre,59,2025-01-25
4904,2999,Post,69,2025-01-30
4905,3000,Pre,65,2025-04-06
4906,3000,Post,74,2025-04-12
4907,3001,Pre,76,2025-09-14
4908,3001,Post,81,2025-09-30
4909,3002,Pre,69,2024-04-15
4910,3002,Post,76,2024-05-06
4911,3003,Pre,70,2025-10-23
4912,3003,Post,86,2025-11-13
4913,3004,Pre,52,2024-04-05
4914,3004,Post,70,2024-05-01
4915,3005,Pre,69,2026-03-29
4916,3005,Post,82,2026-04-16
4917,3006,Pre,55,2025-08-07
4918,3006,Post,77,2025-08-27
4919,3007,Pre,51,2026-01-23
4920,3007,Post,58,2026-02-04
4921,3008,Pre,50,2025-02-27
4922,3008,Post,57,2025-03-08
4923,3009,Pre,81,2024-01-29
4924,3009,Post,87,2024-02-20
4925,3010,Pre,36,2024-09-18
4926,3010,Post,53,2024-10-09
4927,3011,Pre,56,2025-03-08
4928,3011,Post,72,2025-04-03
4929,3012,Pre,49,2024-09-09
4930,3012,Post,56,2024-09-19
4931,3013,Pre,57,2025-08-30
4932,3014,Pre,53,2024-06-12
4933,3014,Post,70,2024-07-09
4934,3015,Pre,76,2026-07-16
4935,3016,Pre,60,2024-02-14
4936,3016,Post,77,2024-02-29
4937,3017,Pre,67,2026-08-09
4938,3017,Post,63,2026-09-02
4939,3018,Pre,63,2024-08-01
4940,3018,Post,69,2024-08-30
4941,3019,Pre,53,2026-03-18
4942,3019,Post,67,2026-03-30
4943,3020,Pre,48,2025-04-18
4944,3020,Post,47,2025-05-14
4945,3021,Pre,38,2025-07-27
4946,3022,Pre,61,2024-03-12
4947,3022,Post,69,2024-04-12
4948,3023,Pre,52,2024-06-17
4949,3023,Post,65,2024-07-08
4950,3024,Pre,61,2025-03-12
4951,3024,Post,68,2025-03-21
4952,3026,Pre,36,2025-07-02
4953,3027,Pre,66,2026-06-26
4954,3028,Pre,44,2026-02-22
4955,3029,Pre,51,2026-05-14
4956,3029,Post,60,2026-05-31
4957,3030,Pre,65,2025-04-11
4958,3031,Pre,47,2024-05-03
4959,3032,Pre,52,2024-11-22
4960,3032,Post,68,2024-12-21
4961,3033,Pre,52,2026-08-01
4962,3033,Post,62,2026-08-06
4963,3034,Pre,47,2024-01-09
4964,3034,Post,56,2024-01-16
4965,3035,Pre,61,2026-04-27
4966,3035,Post,75,2026-05-13
4967,3036,Pre,51,2025-11-22
4968,3036,Post,66,2025-12-06
4969,3037,Pre,50,2024-02-23
4970,3037,Post,59,2024-03-21
4971,3038,Pre,73,2025-12-09
4972,3038,Post,82,2025-12-30
4973,3040,Pre,52,2026-08-15
4974,3040,Post,60,2026-09-04
4975,3041,Pre,58,2024-04-20
4976,3041,Post,74,2024-05-17
4977,3042,Pre,59,2026-03-01
4978,3042,Post,70,2026-03-29
4979,3043,Pre,62,2024-02-11
4980,3043,Post,86,2024-03-09
4981,3044,Pre,49,2026-05-25
4982,3044,Post,63,2026-06-07
4983,3045,Pre,49,2024-01-18
4984,3045,Post,66,2024-02-04
4985,3046,Pre,61,2026-04-23
4986,3047,Pre,81,2025-11-21
4987,3047,Post,96,2025-12-19
4988,3048,Pre,71,2025-04-14
4989,3048,Post,84,2025-05-14
4990,3049,Pre,59,2024-03-31
4991,3049,Post,73,2024-05-04
4992,3050,Pre,45,2025-09-30
4993,3050,Post,63,2025-10-21
4994,3051,Pre,76,2024-10-18
4995,3051,Post,84,2024-10-31
4996,3052,Pre,53,2024-04-26
4997,3052,Post,76,2024-05-29
4998,3053,Pre,55,2024-03-25
4999,3054,Pre,72,2025-12-19
5000,3054,Post,95,2025-12-27
5001,3055,Pre,41,2026-07-20
5002,3055,Post,59,2026-07-25
5003,3056,Pre,72,2024-05-17
5004,3056,Post,85,2024-06-07
5005,3057,Pre,57,2025-11-16
5006,3057,Post,78,2025-12-05
5007,3059,Pre,56,2024-08-13
5008,3059,Post,61,2024-09-04
5009,3060,Pre,57,2025-01-01
5010,3060,Post,67,2025-01-08
5011,3061,Pre,74,2024-10-17
5012,3061,Post,90,2024-11-13
5013,3062,Pre,54,2024-09-15
5014,3062,Post,64,2024-10-17
5015,3063,Pre,57,2025-10-10
5016,3063,Post,61,2025-10-21
5017,3064,Pre,43,2026-04-11
5018,3064,Post,53,2026-04-22
5019,3065,Pre,42,2025-05-21
5020,3065,Post,51,2025-06-13
5021,3066,Pre,43,2024-05-29
5022,3067,Pre,76,2025-07-05
5023,3067,Post,77,2025-07-28
5024,3068,Pre,50,2026-01-07
5025,3068,Post,55,2026-01-23
5026,3069,Pre,70,2026-04-10
5027,3069,Post,78,2026-05-09
5028,3070,Pre,69,2024-01-22
5029,3070,Post,88,2024-02-17
5030,3072,Pre,61,2024-03-29
5031,3072,Post,73,2024-04-21
5032,3073,Pre,46,2024-08-01
5033,3074,Pre,57,2025-02-14
5034,3075,Pre,58,2026-06-19
5035,3075,Post,68,2026-07-18
5036,3076,Pre,64,2024-11-23
5037,3077,Pre,45,2024-08-10
5038,3077,Post,54,2024-09-06
5039,3078,Pre,76,2024-07-24
5040,3079,Pre,52,2024-02-28
5041,3080,Pre,65,2026-04-20
5042,3080,Post,85,2026-05-05
5043,3081,Pre,55,2025-06-17
5044,3081,Post,60,2025-06-20
5045,3082,Pre,71,2026-05-24
5046,3083,Pre,49,2025-06-23
5047,3083,Post,73,2025-07-08
5048,3084,Pre,71,2024-10-12
5049,3084,Post,86,2024-11-04
5050,3085,Pre,65,2026-02-13
5051,3085,Post,74,2026-03-08
5052,3086,Pre,55,2024-08-23
5053,3086,Post,59,2024-09-05
5054,3087,Pre,45,2025-03-30
5055,3087,Post,63,2025-04-09
5056,3088,Pre,43,2025-02-07
5057,3088,Post,49,2025-03-07
5058,3089,Pre,70,2026-04-10
5059,3089,Post,75,2026-04-18
5060,3090,Pre,88,2025-06-16
5061,3090,Post,85,2025-07-15
5062,3091,Pre,50,2025-04-14
5063,3092,Pre,57,2026-05-17
5064,3092,Post,62,2026-06-05
5065,3095,Pre,61,2024-08-05
5066,3095,Post,81,2024-08-31
5067,3096,Pre,49,2025-09-19
5068,3096,Post,70,2025-10-01
5069,3097,Pre,73,2025-05-30
5070,3097,Post,98,2025-06-08
5071,3098,Pre,70,2024-05-07
5072,3099,Pre,50,2025-09-12
5073,3099,Post,50,2025-10-01
5074,3100,Pre,52,2025-10-25
5075,3100,Post,59,2025-11-23
5076,3101,Pre,66,2025-05-12
5077,3101,Post,76,2025-06-07
5078,3102,Pre,74,2025-05-22
